34.46,0,1689038,1427967000
34.455,0,1055466,1427967900
34.4546,0,1381294,1427968800
34.45,0,885655,1427969700
34.295,0,664759,1427970600
34.3,0,925964,1427971500
34.315,0,692000,1427972400
34.379,0,490271,1427973300
34.3199,0,328618,1427974200
34.27,0,472136,1427975100
34.245,0,392568,1427976000
34.265,0,279493,1427976900
34.34,0,384749,1427977800
34.3153,0,465868,1427978700
34.34,0,295722,1427979600
34.35,0,505235,1427980500
34.36,0,307146,1427981400
34.36,0,438805,1427982300
34.37,0,257571,1427983200
34.34,0,405798,1427984100
34.33,0,351060,1427985000
34.3451,0,385741,1427985900
34.3,0,627586,1427986800
34.315,0,651042,1427987700
34.335,0,920222,1427988600
34.38,0,3379983,1427989500
34.38,0,1161353,1428312600
34.34,0,651519,1428313500
34.36,0,444824,1428314400
34.48,0,592782,1428315300
34.433,0,481566,1428316200
34.485,0,505657,1428317100
34.56,0,469368,1428318000
34.58,0,469924,1428318900
34.57,0,419211,1428319800
34.555,0,430452,1428320700
34.64,0,463921,1428321600
34.68,0,467514,1428322500
34.695,0,271808,1428323400
34.71,0,441684,1428324300
34.77,0,478208,1428325200
34.765,0,413481,1428326100
34.68,0,398359,1428327000
34.68,0,507408,1428327900
34.62,0,305881,1428328800
34.6649,0,324054,1428329700
34.73,0,655453,1428330600
34.7099,0,714746,1428331500
34.6699,0,584859,1428332400
34.6,0,789879,1428333300
34.515,0,1127376,1428334200
34.5,0,2792594,1428335100
34.85,0.010700000000000001,1353474,1428414668027
34.69,0.0060999999999999995,2154567,1428415568706
34.62,0.0040999999999999995,2934424,1428416469445
34.68,0.005699999999999999,3570065,1428417370238
34.66,0.0052,4223216,1428418271043
34.65,0.0048,4554023,1428419172531
34.63,0.0044,4945412,1428420073333
34.75,0.0078000000000000005,5328730,1428420974161
34.71,0.0067,5737888,1428421874981
34.75,0.0078000000000000005,5975963,1428422775795
34.72,0.0068000000000000005,6360901,1428423676485
34.72,0.006999999999999999,6604908,1428424577160
34.67,0.0055000000000000005,6812408,1428425477835
34.71,0.0066,7070485,1428426378755
34.71,0.006500000000000001,7357659,1428427280683
34.73,0.0073,7550567,1428428181593
34.72,0.0069,7738818,1428429082329
34.71,0.0067,7934264,1428429983026
34.7,0.0064,8215096,1428430883856
34.71,0.006500000000000001,8424855,1428431784542
