105.04,0,247982,1427967000
105.6,0,134300,1427967900
105.73,0,136670,1427968800
105.65,0,116663,1427969700
105.543,0,111031,1427970600
105.69,0,90670,1427971500
105.94,0,97522,1427972400
105.92,0,83719,1427973300
105.96,0,81598,1427974200
105.81,0,93528,1427975100
105.59,0,78062,1427976000
105.735,0,68892,1427976900
105.9046,0,76279,1427977800
105.78,0,45414,1427978700
105.78,0,41235,1427979600
105.82,0,81670,1427980500
105.7925,0,73161,1427981400
105.83,0,75918,1427982300
105.88,0,89978,1427983200
105.93,0,86822,1427984100
105.87,0,76308,1427985000
105.8,0,77939,1427985900
105.92,0,72943,1427986800
106.05,0,120491,1427987700
106.1,0,145999,1427988600
105.95,0,467374,1427989500
105.85,0,189354,1428312600
105.94,0,122537,1428313500
106.04,0,82940,1428314400
106.46,0,127520,1428315300
106.43,0,136359,1428316200
106.25,0,126969,1428317100
106.22,0,91400,1428318000
106.2249,0,66182,1428318900
106.29,0,84858,1428319800
106.1399,0,76891,1428320700
106.16,0,59197,1428321600
106.33,0,82642,1428322500
106.13,0,57772,1428323400
106.21,0,104885,1428324300
106.385,0,100229,1428325200
106.43,0,77698,1428326100
106.24,0,61034,1428327000
106.26,0,48893,1428327900
106.195,0,71727,1428328800
106.17,0,81022,1428329700
106.09,0,89726,1428330600
106.08,0,85913,1428331500
105.9,0,151117,1428332400
105.69,0,199601,1428333300
105.65,0,206359,1428334200
105.61,0,450110,1428335100
105.63,-0.0034999999999999996,4153493,1428388544685
105.63,-0.0034999999999999996,4153493,1428388550279
105.63,-0.0034999999999999996,4153493,1428388555902
105.63,-0.0034999999999999996,4153493,1428388561537
